source	interaction	target
ID2	-1	TCF3
APBA1	1	CASK
APBA1	1	NRXN1
MAP2K1	-1	IRS1
MAP2K1	1	GSK3B
MAP2K1	-1	CASP9
FKBP4	1	AR
CREB5	1	JUN
CREB5	1	ATF2
MECOM	-1	SMAD3
CFHR1	-1	CFH
RELA	1	JUN
RELA	1	EGR1
PRKCQ	1	FOSL1
PTPN12	-1	PSTPIP1
PTPN12	-1	INSR
PTPN12	-1	SRC
PTPN12	-1	SHC1
PTPN12	-1	BCAR1
PTPN12	-1	PTK2
PTPN12	-1	PTK2B
PTK2	1	PIK3R1
PTK2	0	CTNNB1
PTK2	1	TLN1
PRKCZ	-1	MARK3
PRKCZ	1	RELA
PRKCZ	-1	BAX
PRKCZ	0	TRAF2
PRKCZ	1	STK11
PRKCZ	-1	MARK2
PRKCZ	0	AKT3
PRKCD	1	TP53
PRKCD	1	ADRA2A
PRKCD	0	SRC
PRKCD	1	GRK2
PRKCD	-1	MARCKS
PRKCD	1	PEBP1
PRKCD	-1	BDKRB2
PRKCD	-1	CTNNB1
PRKCD	0	IRS1
PRKCD	1	MAPK8
PRKCD	-1	CHN2
PRKCD	-1	CXCR4
PRKCD	-1	EP300
PRKCD	-1	TRIM28
PRKCD	1	PRKD1
PRKCD	0	CREBBP
PRKCD	-1	PTPN22
PTPN11	-1	EGFR
PTPN11	1	NRAS
PTPN11	1	HRAS
PTPN11	1	KRAS
PTPN11	-1	ERBB2
PTPN11	-1	IRS1
PTPN11	1	MAP3K5
BTK	1	BMX
BTK	1	ITK
ITK	-1	BTK
KHDRBS1	-1	CREBBP
SOS2	1	HRAS
TNK2	1	SNX9
ARHGAP1	-1	CDC42
ARHGAP1	-1	RHOA
PPP3CA	-1	FLNA
PPP3CA	0	DNM2
ITK	1	TEC
ITK	1	BMX
DMPK	1	SRF
EP300	1	DUSP1
EP300	0	SMAD3
ARHGEF5	1	RHOA
FOXO1	-1	STAT3
AKAP13	1	RHOA
POU4F2	1	ESR1
PTPRJ	1	EGFR
PTPRJ	-1	RET
PTPRJ	-1	MET
PTPRJ	-1	PDGFRB
PTPRJ	-1	MAPK3
PTPRJ	-1	PIK3R1
PTPRJ	-1	MAPK1
PTPRJ	-1	KDR
PTPN13	0	NFKBIA
TRAF2	1	MAP4K2
RALGDS	1	RIT1
ABR	-1	RAC1
BNIP2	1	CDC42
ARHGAP5	-1	RHOA
STK4	1	FOXO4
STK4	1	FOXO1
STK4	1	MOB1B
STK4	1	MOB1A
DUSP4	-1	MAPK9
DUSP4	-1	MAPK14
RLF	1	RIT1
PRKAA1	0	EEF2K
PRKAA1	1	CDKN1B
PRKAA1	-1	EP300
PRKAA1	-1	CRTC2
PRKAA1	1	TET2
PAK1	1	AURKA
PRKAA1	1	PRKAB1
PPFIA1	1	PTPRF
PAK1	1	ESR1
PAK1	1	ARAF
PAK1	1	FLNA
PAK1	0	NF2
PAK1	1	MAP3K1
PAK1	1	ILK
PAK1	1	CTTN
PAK1	0	NET1
PAK1	-1	HACE1
MAPK7	1	SGK1
MAPK8IP2	1	MAP2K7
MAPK7	1	ETS1
MAPK7	-1	PML
PAK2	1	PRL
PAK2	1	JUN
PAK2	0	NF2
PAK2	-1	CASP7
PAK2	0	MKNK1
STK3	1	NEK2
STK3	1	MOB1B
STK3	1	MOB1A
CBLB	-1	KIT
CBLB	1	NCK1
CBLB	-1	FLT3
SEMA3B	1	NRP2
DNAJC3	-1	EIF2AK2
MAP3K1	1	MAP2K6
MAP3K1	1	MAP2K1
MAP3K1	-1	FADD
SLA	-1	EPHA2
NOG	-1	BMP2
NOG	-1	BMP4
NOG	-1	BMP7
IL15RA	1	IL2RB
IL15RA	1	JAK1
IL15RA	1	TYK2
IL15RA	1	JAK3
SEMA3F	1	NRP2
G3BP1	-1	DDX58
ATM	1	CHEK1
ATM	-1	PPP1R2
ATM	1	EP300
ATM	1	SMAD1
ATM	1	HIF1A
ATM	1	ABRAXAS1
ATM	1	TAOK1
ATM	1	FBXW7
ATM	-1	DAXX
EIF3I	1	TGFBR2
PPP2R5C	1	ATF1
SNTA1	1	NOS1
TCOF1	1	NBN
MYO9B	-1	RHOA
ROCK1	0	VIM
ROCK1	1	MAPK8IP3
FZD5	1	DVL1
FZD5	1	DVL2
FZD5	1	LRP5
BIRC3	1	BIRC2
PRPF4B	1	ELK1
PIN1	1	MYC
PIN1	1	IRS1
ATR	1	NBN
ATR	1	CHEK2
ATR	0	CREB1
ATR	1	PRKDC
ATR	-1	MDM2
RIPK1	0	TRAF6
CAMK2B	-1	ETS1
CAMK2B	-1	CTNNB1
CAMK2B	1	STAT1
CAMK2B	-1	GSK3A
CAMK2B	1	PRKAA1
CAMK2B	1	CYLD
CAMK2G	1	MAP3K7
CAMK2G	-1	EGFR
CAMK2G	1	ATF1
CAMK2G	0	FLNA
CAMK2G	1	STAT1
CAMK2G	-1	NCOR2
CAMK2D	0	VIM
CUL1	-1	CTNNB1
CUL1	0	CDKN1B
RIN1	0	HRAS
DYRK1A	-1	SPRY2
DYRK1A	1	TP53
DYRK1A	-1	CCND1
DYRK1A	1	RCAN1
DYRK1A	0	FOXO1
IL10RA	1	JAK2
RUNX3	-1	NOTCH1
NCOA4	1	PPARG
PTK6	1	AKT1
PTK6	1	STAT5B
PTK6	1	BCAR1
PTK6	1	ARHGAP5
PTK6	1	ARAP1
SNTB1	-1	MAPK12
CBFB	1	RUNX1
PRKG1	1	SRF
PRKG1	-1	HRH1
PRKG1	0	VASP
PRKG1	1	GTF2I
CAMK1	1	ATF1
CAMK1	-1	NOS1
CAMK1	0	CDKN1B
CAMK1	-1	NUMB
MELK	0	CDC25B
IKBKE	0	CDK2AP1
IKBKE	-1	FOXO3
IKBKE	1	ESR1
IKBKE	1	STAT1
DOCK1	1	RAC1
SIM2	1	ARNT
FHL2	1	AR
E2F2	1	TFDP1
PTK2B	1	PTK2
PTK2B	1	STAP1
FZD2	1	DVL1
FZD2	1	DVL2
FZD2	1	LRP5
FZD2	1	DVL3
GNA13	1	ARHGEF12
GRB14	-1	INSR
NBR1	1	GABARAPL2
NBR1	1	SQSTM1
NBR1	1	MAP1LC3A
TRIP12	-1	CDKN2A
MDC1	1	NBN
LTBP1	0	TGFB1
CASP8	1	PSEN1
KPNB1	1	SMAD3
PRKD1	1	CDH1
PRKD1	0	PLCG1
PRKD1	1	CTNNB1
PRKD1	-1	RIN1
PRKD1	-1	CTTN
PRKD1	-1	BAD
PPP2R5B	-1	BCL2
PPP2R5B	-1	AKT1
PPP2R5B	1	CASP3
PTGES3	1	HSP90AA1
STK38	-1	YAP1
STK38	1	AAK1
PTPRR	-1	STAT3
PTPRR	-1	PXN
PTPRR	-1	MAPK7
PTPRR	-1	MAPK14
PTPRK	-1	EGFR
RET/PTC2	1	STAT3
ERBB4	1	PIK3CA
ERBB4	1	PIK3CB
ERBB4	1	PIK3CG
ERBB4	1	GRB2
RPS6KA2	-1	NR4A1
RPS6KA2	-1	NFKBIA
RPS6KA2	0	BAD
PCBP2	-1	MAVS
PCBP2	1	ITCH
RPS6KA1	0	MITF
RPS6KA1	1	ESR1
RPS6KA1	1	FLNA
RPS6KA1	-1	CDC25A
RPS6KA1	1	CDC25B
RPS6KA1	-1	IRS1
RPS6KA1	-1	VASP
RPS6KA1	-1	STK11
RPS6KA1	-1	DEPTOR
RPS6KA1	0	RANBP3
STIL	1	PIN1
NCOA2	1	NR3C1
TRADD	1	TRAF1
TRADD	1	BIRC2
TRADD	1	CASP8
TPSAB1	1	F2RL1
PTPN14	-1	BCAR1
MAPK11	-1	EGFR
MAPK11	1	TP53
MAPK11	1	TCF3
NCOA1	1	ESR1
STK11	1	NUAK1
STK11	1	TP53
STK11	1	MARK3
STK11	1	PRKAA2
STK11	1	SIK1
STK11	-1	PTEN
STK11	1	PRKAA1
STK11	-1	PAK1
STK11	1	MELK
STK11	1	BRSK2
STK11	1	BRSK1
STK11	1	NUAK2
STK11	1	SIK2
STK11	1	SIK3
EZH2	1	AR
PKN1	-1	EGFR
PKN1	1	AR
MARCKS	1	PKN1
PKN1	0	MARCKS
PKN1	0	CDC25C
PKN1	-1	FOXO1
FYN	1	PIK3CA
LYN	1	PIK3CA
SYK	1	PIK3CA
CRK	1	DOCK1
RAC1	0	RHOA
VAV2	1	PLCG1
EZR	1	RHOA
VAV3	1	PLCG1
PRNP	1	CAV1
C3	1	CR2
PDGFA	1	PDGFRB
TNF	1	LTBR
EGFR	1	JAK1
MAP3K5	1	MAPK8
CDK5	-1	MAP2K1
TRPM7	0	EEF2K
PRKAA1	1	TSC2
YWHAZ	0	RAF1
YWHAQ	-1	RAF1
YWHAB	-1	RAF1
CCNA2	-1	RB1
CCNA2	1	TP53
YWHAZ	-1	BRAF
DLG1	1	PTEN
MAGI1	1	PTEN
HCK	1	BCR
MAP2K4	1	MAPK12
PAK1	1	BRAF
CTTN	1	NCK1
SLC9A3R1	1	PTEN
YWHAG	-1	ARAF
YWHAG	-1	BRAF
CDK6	1	CTNNB1
FER	1	CTTN
CAMK2B	1	CREB1
CAMK2D	1	CREB1
CAMK2G	1	CREB1
MAPK9	1	FOS
PRKCB	1	BRAF
CAMK1G	1	CREB1
MAP2K7	1	MAPK14
MAPK1	1	ESR2
MAPK3	1	CREB1
MAPK1	1	CREB1
MAP2K1	0	PPARG
IRF3	1	CREBBP
CALM1	1	CAMK2G
CAMK2G	0	CALM1
YWHAG	-1	RAF1
PDGFRA	1	GRB2
HRAS	1	RALGDS
YWHAB	-1	BRAF
SLC9A3R1	1	EZR
RAF1	0	RB1
TICAM1	1	TRAF3
EGFR	1	PIK3CA
RCHY1	-1	TP53
VLDLR	1	DAB1
MAP2K1	1	MAPK14
GAB1	1	PIK3CB
SKP1	0	NFKBIA
CALM3	1	CAMK2D
CALM1	1	CAMK2D
CALM2	1	CAMK2D
CALM3	1	CAMK2B
CALM1	1	CAMK2B
CALM2	1	CAMK2B
CALM3	1	CAMK2G
CALM2	1	CAMK2G
CALM3	1	CAMK1
CALM1	1	CAMK1
CAMK1	0	CALM1
CALM2	1	CAMK1
CD8A	1	LCK
KIT	1	PIK3CA
MAP2K3	1	MAPK3
HRAS	1	MAP3K1
IL2RB	1	JAK3
KRAS	1	RALGDS
MAPK13	1	ATF2
MAP2K4	1	MAPK11
IRF3	1	EP300
JAK3	0	STAT6
RPS6KA5	1	ATF2
KRAS	1	ARAF
YWHAQ	-1	BRAF
TNFRSF14	1	TRAF2
YWHAE	-1	RAF1
YWHAZ	-1	ARAF
MED14	1	NR3C1
YWHAE	-1	ARAF
PRKN	1	TOMM70
ESR2	1	SRC
PDGFRB	1	PIK3CA
PIK3CA	1	PRKCD
PIK3CB	1	PRKCD
FGFR3	1	GRB2
FGFR1	1	GRB2
DNAJB1	-1	DNAJC3
TADA3	1	EP300
MAPK11	1	JUN
JAK2	1	STAT2
CXCR4	1	GNA13
CCR5	1	GNAQ
AKT1	1	ESR2
SKP2	1	RB1
VDAC2	1	CYCS
