source	target	direction	stimulation	inhibition	sources	references
Q15375	P52797	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:10366629
P52798	Q15375	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:8755474;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8755474
Q15375	P52798	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:8755474
O43921	P29322	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
P52797	P29322	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
P29322	P52798	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:10515610
P52798	P29322	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:10515610;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10515610;LRdb:11114742;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610
P29322	P52803	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019;Wang	HPRD:11416136
P52803	P29322	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:933086311416136;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;HPRD:11416136;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:11416136;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:11416136;connectomeDB2020:9330863
P29317	P52798	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:10607706;HPRD:8755474
P52798	P29317	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10607706;HPRD:8755474;ICELLNET:9530499;LRdb:11114742;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863
P52798	P29320	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;ICELLNET;LRdb;Ramilowski2015;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	CellChatDB:15114347;CellPhoneDB:15114347;ICELLNET:9530499;LRdb:11114742;Ramilowski2015:8755474;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8755474;talklr:8755474
O43921	P54756	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10531456;LRdb:11114742;SIGNOR:10072375;SIGNOR:17306385;SignaLink3:10531456;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10531456;connectomeDB2020:9330863
P54756	O43921	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019;Wang	Baccin2019:9330863;HPRD:10531456
P52797	P54756	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:933086310516308;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10516308;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:10516308;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10516308;connectomeDB2020:9330863
P54756	P52797	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:10516308
P52798	P54756	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10607706;Baccin2019:8755474;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10607706;HPRD:8755474;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10607706;connectomeDB2020:8755474;connectomeDB2020:9330863
P54756	P52798	1	0	0	Baccin2019;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019	HPRD:10607706;HPRD:8755474
P52799	P54762	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10066262;Baccin2019:8559144;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;HPMR:9330863;HPRD:10066262;HPRD:8559144;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10066262;connectomeDB2020:8559144;connectomeDB2020:9330863
P54762	P52799	1	0	0	Baccin2019;CellPhoneDB;HPRD;PhosphoPoint;Ramilowski2015_Baccin2019;Wang	Baccin2019:9330863;CellPhoneDB:15114347;HPRD:10066262;HPRD:8559144
P29323	P98172	1	0	0	Baccin2019;HPRD;KEA;PhosphoPoint;Ramilowski2015_Baccin2019;Wang;phosphoELM_KEA	HPRD:8878483;KEA:11466320;KEA:11983165
P98172	P29323	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:93308638878483;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;HPRD:8878483;ICELLNET:9530499;LRdb:11114742;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:8878483;connectomeDB2020:9330863
P98172	P54753	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;LRdb:11114742;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
P52799	P54753	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;LRdb:11114742;SIGNOR:8559144;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863
P54753	P52799	1	0	0	Baccin2019;CellPhoneDB;Ramilowski2015_Baccin2019	CellPhoneDB:15114347
P52799	P29320	1	1	0	BioGRID;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;talklr	BioGRID:8559144;CellTalkDB:8559144;HPRD:8559144;LRdb:8559144;SignaLink3:23331499;SignaLink3:8559144;SignaLink3:9195962;connectomeDB2020:8559144
P55196	P54753	1	0	0	CellTalkDB;DOMINO;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;PDZBase;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr	CellTalkDB:9707552;DOMINO:9707552;HPRD:9707552;LRdb:9707552;Lit-BM-17:9707552;PDZBase:9707552;connectomeDB2020:9707552
P21246	Q9UM73	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;talklr	Baccin2019:11278720;CellChatDB:25620911;CellChatDB:28356350;CellTalkDB:11278720;DIP:1848244;HPRD:11278720;LRdb:11278720;SIGNOR:11278720;SignaLink3:11278720;SignaLink3:23331499;connectomeDB2020:11278720
P21741	Q9UM73	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1212200912122000;CellChatDB:19459784;CellTalkDB:12122009;HPMR:12122009;HPRD:12122009;LRdb:12122009;SignaLink3:12122009;SignaLink3:23331499;connectomeDB2020:12122009
O95841	Q02763	1	1	0	CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr	CellTalkDB:10051567;HPRD:10051567;LRdb:10051567;SIGNOR:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:23331499;connectomeDB2020:10051567
P10586	P06213	1	1	0	Adhesome;CellChatDB-cofactors;DEPOD;HPRD;KEGG;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang	Adhesome:10592173;Adhesome:11158333;Adhesome:1321126;DEPOD:11158333;DEPOD:1321126;DEPOD:7852302;DEPOD:8732688;DEPOD:8995282;HPRD:11158333;HPRD:1321126;HPRD:15588985;ProtMapper:10734133;ProtMapper:1303753;SIGNOR:10734133;SIGNOR:1303753;SignaLink3:11158333;SignaLink3:1321126;SignaLink3:15588985;SignaLink3:19910497;SignaLink3:23331499
P04899	P51681	1	0	0	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellTalkDB:15251452;HPRD:15251452;LRdb:15251452;connectomeDB2020:15251452
Q99731	Q9NPB9	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;KEGG;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Guide2Pharma:23341447;HPRD:10706668;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447
O00585	Q9NPB9	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;KEGG;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Guide2Pharma:23341447;HPRD:10706668;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447
O15444	Q9NPB9	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;KEGG;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellPhoneDB:24218476;CellTalkDB:23341447;Guide2Pharma:23341447;HPRD:10706668;InnateDB:10706668;LRdb:11;LRdb:23341447;connectomeDB2020:10706668;connectomeDB2020:23341447
P08476	P27037	1	1	0	Baccin2019;BioGRID;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11266510;Baccin2019:12466190;BioGRID:10746731;CellTalkDB:12466190;DIP:9605406;HPMR:12466190;HPRD:11266516;LRdb:11;LRdb:12466190;SIGNOR:1646080;connectomeDB2020:11266516;connectomeDB2020:12466190
P08476	P36896	1	1	0	Baccin2019;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:81675688397373;CellTalkDB:8167568;DIP:7890768;DIP:9605406;HPMR:8167568;HPRD:8397373;LRdb:8167568;LRdb:84;connectomeDB2020:8167568;connectomeDB2020:8397373
P08476	Q8NER5	1	1	0	Guide2Pharma;KEGG;connectomeDB2020	connectomeDB2020:15196700
P09529	P27037	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:1246619011266510;CellTalkDB:12466190;HPRD:11266516;LRdb:11;LRdb:12466190;connectomeDB2020:11266516;connectomeDB2020:12466190
P09529	P36896	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11266516;Baccin2019:12032389;Baccin2019:15196700;CellTalkDB:11266516;HPRD:11266516;HPRD:12032389;HPRD:15196700;LRdb:11266516;LRdb:12032389;LRdb:15196700;connectomeDB2020:11266516;connectomeDB2020:15196700
P09529	Q13705	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9202237;CellTalkDB:9202237;HPRD:9202237;LRdb:9202237;connectomeDB2020:9202237
P09529	Q8NER5	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:15196700;CellTalkDB:15196700;HPRD:15196700;LRdb:15196700;connectomeDB2020:15196700
P05111	P27037	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12493742;CellTalkDB:12493742;LRdb:12493742;connectomeDB2020:12493742
P35318	O60895	1	1	0	CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:9620797;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:9620797;HPMR:9620797;LRdb:9620797;connectomeDB2020:9620797
Q7Z4H4	O60895	1	1	0	CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb;connectomeDB2020	CellTalkDB:32196115;Guide2Pharma:21658025;connectomeDB2020:30139743
P01258	O60895	1	1	0	CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr	CellTalkDB:16531504;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:9620797;HPRD:16531504;LRdb:16531504;connectomeDB2020:16531504
P10092	O60895	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Guide2Pharma;LRdb;Ramilowski2015_Baccin2019;Reactome_LRdb	Baccin2019:16531504;CellTalkDB:26423127;Guide2Pharma:11693189;Guide2Pharma:9620797
P35318	O60896	1	1	0	CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb;connectomeDB2020	CellTalkDB:14712479;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:15692146;connectomeDB2020:30139742
Q7Z4H4	O60896	1	1	0	CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb;connectomeDB2020	CellTalkDB:27013657;Guide2Pharma:21658025;connectomeDB2020:30139742
P01258	O60896	1	1	0	CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb	CellTalkDB:30139742;Guide2Pharma:10347248;Guide2Pharma:11033437;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146
P10092	O60896	1	1	0	CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb	CellTalkDB:26423127;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:15692146
P35318	P30988	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:12565884;Baccin2019:15692146;CellTalkDB:10781016;Guide2Pharma:12565884;Guide2Pharma:15692146;LRdb:13;LRdb:15692146;connectomeDB2020:12565884;connectomeDB2020:15692146
Q7Z4H4	P30988	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr	Baccin2019:15692146;CellTalkDB:15692146;Guide2Pharma:15692146;Guide2Pharma:21658025;LRdb:15692146;connectomeDB2020:15692146
P01258	P30988	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:2158663;Guide2Pharma:10342886;Guide2Pharma:11023820;Guide2Pharma:11033437;Guide2Pharma:12565884;Guide2Pharma:14722252;Guide2Pharma:15692146;Guide2Pharma:26125036;Guide2Pharma:7588285;Guide2Pharma:9487987;ICELLNET:1331173;ICELLNET:6148938;LRdb:10342886;LRdb:11023820;LRdb:11033437;LRdb:12565884;LRdb:14722252;LRdb:15692146;LRdb:2158663;LRdb:7588285;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:11023820;connectomeDB2020:11033437;connectomeDB2020:12565884;connectomeDB2020:14722252;connectomeDB2020:15692146;connectomeDB2020:2158663;connectomeDB2020:7588285;connectomeDB2020:9487987
P10997	P30988	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10342886;Baccin2019:12529937;Baccin2019:9487987;CellTalkDB:10342886;Guide2Pharma:10342886;Guide2Pharma:24169554;Guide2Pharma:9487987;LRdb:10342886;LRdb:12529937;LRdb:9487987;connectomeDB2020:10342886;connectomeDB2020:12529937;connectomeDB2020:9487987
P10092	P30988	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:15692146;Guide2Pharma:15692146;LRdb:15692146;connectomeDB2020:15692146
P10997	O60895	1	1	0	Baccin2019;CellTalkDB;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;connectomeDB2020;iTALK;talklr	Baccin2019:16531504;CellTalkDB:16531504;Guide2Pharma:24169554;HPRD:16531504;LRdb:16531504;connectomeDB2020:16531504
P10997	O60896	1	1	0	CellTalkDB;Fantom5_LRdb;Guide2Pharma;LRdb;Reactome_LRdb;STRING_talklr;iTALK;talklr	CellTalkDB:25409149;Guide2Pharma:24169554
P03971	Q04771	1	1	0	CellTalkDB;Fantom5_LRdb;Guide2Pharma;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:14656470;LRdb:14656470;Ramilowski2015:14656470;connectomeDB2020:14656470;talklr:14656470
P01019	P30556	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:10993080;Guide2Pharma:10193788;Guide2Pharma:12006574;Guide2Pharma:21464395;HPRD:15930094;LRdb:10193788;LRdb:10993080;LRdb:12006574;LRdb:15930094;LRdb:21464395;SIGNOR:16597412;connectomeDB2020:10193788;connectomeDB2020:10993080;connectomeDB2020:12006574;connectomeDB2020:15930094;connectomeDB2020:21464395
P01019	P50052	1	1	0	CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:17138938;Guide2Pharma:21542804;Guide2Pharma:2775266;Guide2Pharma:7850406;Guide2Pharma:8242249;HPRD:8185599;LRdb:17138938;LRdb:21464395;LRdb:2775266;LRdb:7850406;LRdb:8185599;LRdb:8242249;LRdb:8315512;connectomeDB2020:17138938;connectomeDB2020:21464395;connectomeDB2020:2775266;connectomeDB2020:7850406;connectomeDB2020:8185599;connectomeDB2020:8242249;connectomeDB2020:8315512
P07225	P30530	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:78670737867073;CellChatDB:29531161;CellTalkDB:7867073;Guide2Pharma:7867073;LRdb:7867073;SIGNOR:7867073;connectomeDB2020:7867073
O95393	O00238	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Guide2Pharma;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:15621726;LRdb:16049014;Ramilowski2015:16049014;connectomeDB2020:16049014;talklr:16049014
O95393	P27037	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:16049014;CellTalkDB:16049014;LRdb:16049014;connectomeDB2020:16049014
O95393	P36894	1	1	0	Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:16049014;LRdb:16049014;SIGNOR:16049014;connectomeDB2020:16049014
