source	interaction	target
INS	0	PPP1R12B
AGT	1	PIK3R1
AGT	0	MAP3K7
HGF	0	MTOR
ADM	0	NOS1
IGF1	0	NOS1
EGF	0	NOS1
INS	0	PPP1R12A
MMP12	0	TRAF2
IL17A	0	CEBPB
EGF	0	MAPK7
NGF	0	MAPK7
EGFR	0	DOCK1
INS	0	NOS1
TNF	1	ICAM1
INS	0	NEDD4L
F2	0	PPP1R12A
HBEGF	0	HIF1A
ANGPT1	0	HDAC7
IL6	0	STK11
AGT	0	GJA1
IGF1	0	SOX2
PGF	0	PPP1R12A
APLN	0	IRS1
INS	0	APPL1
INS	0	STK4
SOD3	0	GPHN
NTS	0	PKD1
TNF	0	MAPK7
HGF	0	VCL
TGFB1	0	GTF2I
NTF3	0	ARHGEF2
INS	0	ANXA2
BDNF	1	SYN1
CSF3	0	ACE
KITLG	0	MITF
IGF1	0	PRKAA1
IGF1	1	SHC1
AGT	0	HDAC4
IL1A	0	TAB3
FGF7	0	IRS4
IL6	0	IRS1
EGF	0	OPRM1
GH1	0	AKT1S1
LEP	0	FYN
F2	0	CTTN
INS	0	ARNTL
IL1A	0	TAB2
EGF	0	ACTN4
HGF	0	RELB
CCL21	0	GLI2
GH1	0	SLC9A1
IGF1	0	TBC1D4
AGT	0	IRS2
IGF1	0	WNK1
INS	0	CEBPA
EGFR	0	CCDC88A
NGF	1	RASGRF1
AGT	0	PPARGC1A
INS	0	PPARGC1A
EGF	0	KRT18
TGFA	0	CEBPB
FGF2	0	RUNX2
EPO	0	GATA1
AREG	0	RELA
GH1	0	JAK2
INS	1	SH2B2
PRL	0	STAT5B
GH1	1	STAT5B
EGF	0	EFNB1
EGF	0	NR4A1
INS	0	MYLK
GNRH1	0	SYN1
TGFA	0	GSK3B
HBEGF	0	GSK3B
HGF	0	TIAM1
TNF	0	PIM1
TNF	0	IGFBP3
INS	0	TPT1
IGF1	0	PREX1
LEP	0	PTPRA
INS	0	PTPN6
CXCL12	0	ESR2
EGFR	0	ZFYVE16
IL1B	0	NR2C2
CCL28	1	CCR1
VTN	0	NECTIN2
FST	0	TGFB1
TGFB1	1	INHBA
INHBA	-1	TGFB1
FST	1	TGFB2
INHBA	-1	TGFB2
FST	1	TGFB3
INHBA	-1	TGFB3
GREM2	-1	GDF5
GREM2	-1	GDF6
NOG	-1	GDF6
GREM2	-1	GDF7
NOG	-1	GDF7
GREM2	-1	BMP15
NOG	-1	BMP15
GREM2	-1	BMP6
NOG	-1	BMP6
GREM2	-1	BMP7
FST	1	NODAL
INHBA	-1	NODAL
FST	1	GDF3
INHBA	-1	GDF3
SERPINF1	-1	WNT1
IGFBP4	-1	WNT1
DKK1	-1	WNT1
SERPINF1	-1	WNT10A
IGFBP4	-1	WNT10A
DKK1	-1	WNT10A
SERPINF1	-1	WNT10B
IGFBP4	-1	WNT10B
DKK1	-1	WNT10B
SERPINF1	-1	WNT16
IGFBP4	-1	WNT16
DKK1	-1	WNT16
SERPINF1	-1	WNT2
IGFBP4	-1	WNT2
DKK1	-1	WNT2
SERPINF1	-1	WNT2B
IGFBP4	-1	WNT2B
DKK1	-1	WNT2B
SERPINF1	-1	WNT3
IGFBP4	-1	WNT3
DKK1	-1	WNT3
SERPINF1	-1	WNT3A
IGFBP4	-1	WNT3A
SERPINF1	-1	WNT4
IGFBP4	-1	WNT4
DKK1	-1	WNT4
SERPINF1	-1	WNT6
IGFBP4	-1	WNT6
DKK1	-1	WNT6
SERPINF1	-1	WNT7A
IGFBP4	-1	WNT7A
DKK1	-1	WNT7A
SERPINF1	-1	WNT7B
IGFBP4	-1	WNT7B
DKK1	-1	WNT7B
SERPINF1	-1	WNT8A
IGFBP4	-1	WNT8A
DKK1	-1	WNT8A
SERPINF1	-1	WNT8B
IGFBP4	-1	WNT8B
DKK1	-1	WNT8B
SERPINF1	-1	WNT9A
IGFBP4	-1	WNT9A
DKK1	-1	WNT9A
SERPINF1	-1	WNT9B
IGFBP4	-1	WNT9B
DKK1	-1	WNT9B
NRP2	1	KDR
HGF	1	RRAS2
HGF	1	HRAS
HGF	1	KRAS
HGF	1	MRAS
TNF	1	PSMC3
TGFB1	1	ACVR1B
HRG	1	ERBB4
SERPINF1	-1	LRP6
GDF7	1	AMHR2
FST	-1	FRZB
IL24	1	IL22RA2
CNTF	1	IL22RA2
TNFRSF1B	1	DAB2IP
HGF	1	IL6R
AVP	1	LPAR6
F2	1	LPAR6
AGT	1	LPAR6
NPY	1	CHRM1
EDN1	1	CHRM1
SST	1	CHRM1
OXT	1	CHRM1
CSH1	1	GHR
GNRH1	1	LHCGR
CX3CL1	1	ACKR4
LTA	1	PSMC3
CCL1	1	ACKR2
CCL20	1	TNFRSF10D
IFNA1/IFNA13	1	AVP
AVP	1	JAK1
IGFBP3	-1	KITLG
EGFR	-1	CSE1L
FGFR1	1	HRAS
FGFR1	1	KRAS
FGFR1	1	PIK3CA
EGFR	1	GATA1
THBD	1	APC
SERPINC1	-1	F12
SERPINA1	-1	PROC
SERPINA1	-1	APC
IFNB1	1	AVP
AVP	1	STAT1
SPP1	1	IRF7
IL1B	1	NFKB1
AVP	1	TYK2
IFNA1/IFNA13	1	NFKB1
IFNG	1	IFNAR1
IFNG	1	AVP
IFNG	1	PSME3
TNF	1	PSME3
HGF	1	RASGRP1
HGF	1	RASGRP3
GIP	1	GPR119
KLK1	1	BDKRB2
PRSS1	1	BMPR2
FGFR1	1	SNTA1
FLT3	1	PIK3CA
FLT3LG	1	CDK7
EPO	1	CSF2RB
F2	1	EDNRA
AGT	1	EDNRA
F2	1	CXCR4
AGT	1	CXCR4
VEGFA	1	MMP9
FGFR2	1	GAB1
FLT3	1	STAT3
FLT3	-1	CEBPA
FLT3	-1	SPI1
EGFR	1	HRAS
EGFR	1	KRAS
FGFR1	1	SHC2
KITLG	1	JAK2
CFI	-1	ATG5
CTSS	1	CREB1
IL1B	1	IFNB1
NPPA	1	NPPC
NPPC	-1	NPPA
FN1	1	PRKACA
NGF	1	RASA1
OSM	1	CXCL10
NGF	1	CASP6
IL12B	1	CCL3
IFNA2	1	PSME3
IL4	-1	TNFSF11
VTN	1	FLT4
NPY	1	IL4
NGF	1	CRK
FGF10	1	MAPK1
BDNF	1	CRKL
IL2	1	CRK
BMP2	1	TGFB3
CXCL10	1	CXCR2
CCL23	1	CXCR1
EDN1	-1	NPPC
NPPC	-1	EDN1
INS	1	PRKCI
MMP7	1	MMP2
GH1	1	CISH
THPO	1	FPR1
BMP2	1	MEF2A
PRL	1	NFKB1
EFNB3	-1	RRAS
IL1B	1	SELE
CCL20	1	CXCR1
INS	1	SOS1
IL1A	1	PIK3CD
CXCL12	1	LCK
VEGFA	1	SPHK1
FGF22	1	PLCG1
IL4	1	SHC1
TGFB1	1	PTEN
GHRH	-1	SST
SST	-1	GHRH
CSF1	1	VEGFA
VEGFA	1	CSF1
EPO	1	INHBA
IFNG	1	PIK3CG
CRH	1	GAL
CSF2	1	FLT1
IFNG	1	CD74
IL4	-1	IL12RB2
AVP	1	CRH
CRH	1	AVP
IL5	1	IL2
IL2	1	IL5
TNF	1	IL23A
FGF1	1	JUN
CCL1	1	CXCR1
COL5A1	1	ITGA3
IL6	1	TLR2
FGF8	1	PIK3R1
CRP	1	ITGAM
UTS2	1	EGFR
CXCL9	1	CCR5
CSF2	1	PIK3CG
IFNG	1	IL4
IL4	-1	IFNG
TNF	1	PDCD6IP
IL6	1	IL17A
IL17A	1	IL6
TNF	1	IER3
IL10	-1	PTGS2
IGF1	1	PIK3CA
TNF	1	MAP3K1
EFNB3	-1	KRAS
TNF	1	PRL
AR	1	GNG2
KLK1	1	PLAT
IL4	1	JUN
TGFB1	-1	RPS6KB1
HGF	1	PIK3R1
IFNG	-1	HGF
GH1	1	REN
COL4A6	1	ITGB5
IL12B	1	RELA
GDNF	1	PIK3CA
VEGFA	1	SHC3
INS	1	PPP1CC
CCL22	1	CCR1
EPO	1	PTPN6
IFNG	1	CD40
HGF	1	VEGFA
VEGFA	1	PDGFB
KITLG	1	CASP3
HGF	1	PLCG1
EDN1	1	MAPK3
KITLG	1	GRB2
CSF2	1	CCR1
TNF	1	MAP4K3
NGF	1	SHC2
TNF	1	CASP3
VIP	1	PTGS2
IL7	1	MUC1
FLT3	1	PIK3CD
IL1B	1	IL23A
TGFB1	1	SKIL
EGF	-1	TGFA
VEGFC	1	PIK3CA
IL3	1	IL2
IL2	1	IL3
CCL1	1	CXCR4
TGFB2	-1	STRAP
PRL	1	IRF1
CSF2	1	PLAU
HGF	1	IL11
BMP7	1	SMAD5
CXCL12	1	GNB1
TGFB1	1	MAPK14
FGF10	1	JUN
TGFB1	1	TAB2
HBEGF	1	CXCL8
TNFRSF1A	-1	PPARG
FGF20	1	JUN
VEGFA	1	LIMK1
TGFB1	1	SMAD4
IL6	1	PIAS3
FGF23	1	STAT5B
LIF	1	CCL2
IL4	1	TNFRSF11B
IFNG	1	RFX5
CSF2	1	MMP9
TGFB1	1	CDC42
TNF	1	IL1RN
IL2	1	STAT6
IFNG	1	PTGS2
EPO	1	PLCG1
TNF	1	SERPINE1
IL1B	1	IL2
IL2	1	IL1B
IGF1	1	HIF1A
IGF2	1	PTEN
CCL25	1	CXCR1
TGFB1	1	MAPK3
PDGFB	1	YES1
TNFRSF1A	-1	NFKBIA
FGF6	1	JUN
GH1	1	PIK3R1
FGF16	1	MAPK1
NTS	1	MAPK3
TNFRSF1A	1	MAP3K5
EGF	1	PPP2CA
CSF2	1	JAK1
IFNG	1	NOS2
TNFRSF11B	-1	IL11
CSF2	1	CXCL8
TGFB2	1	SHC2
KITLG	1	EPO
BDNF	1	PTPN11
TNF	1	MADCAM1
BMP2	-1	PTEN
CCL13	1	CXCR4
CTSS	1	CD74
VEGFA	1	MAPK1
IFNA1/IFNA13	1	IL1R1
B2M	1	IL2RA
TNFSF11	1	FOS
FGF2	1	PIK3CA
GH1	1	PIK3CA
IFNG	1	MAP3K11
CCL3	1	PIK3CG
FN1	-1	CSF2
CXCL11	1	CCR1
VEGFA	1	PRKAB1
IL22	1	STAT5A
PF4	1	GNAZ
EDN1	1	REN
EGF	1	KRAS
IL22	1	IL20
CCL22	1	CCR2
KITLG	1	VAV1
HGF	1	STAT3
TGFB2	1	FN1
TNF	-1	ALPP
IFNG	1	NFKB1
COL1A2	1	ITGB5
CCL2	1	CXCR1
ANGPT1	1	ICAM1
TNF	1	STK39
TNFSF12	1	MAPK8
GAST	1	CCL21
IL13	1	SOCS1
BMP4	-1	MMP9
NRP1	1	MAPK3
CXCL12	1	EPHB2
WNT1	1	TCF4
CXCL9	1	CXCR4
TGFB1	1	PLAU
TNF	1	CCL2
CCL2	1	TNF
TNF	1	BDNF
CCL1	1	CCR2
CSF1	1	BCAR1
COL5A1	1	SDC1
TNFSF11	1	CCL2
PRL	1	VIP
VIP	1	PRL
HGF	1	TMSB4X
CXCL12	1	GNAZ
CXCL12	1	GNAI1
CXCL12	1	CCR2
FGFR1	1	PLAU
IL13	1	CXCL12
EPHA3	1	IRF3
FN1	1	PRKACB
LCN2	-1	PKD1
IL10	-1	VEGFA
FGF21	1	PLCG1
IFNG	1	CASP3
FGF19	1	STAT1
INS	1	GRB2
FGF2	-1	THBS1
FGFR1	1	ANXA2
IL1B	1	MAPK8
LAMA1	1	ITGA9
BDNF	1	PLCG1
IL1B	1	MAPK3
FGF20	1	PLCG1
SST	1	CCK
FLT3	1	PIK3R3
TGFB1	-1	PDGFRA
TGFB2	-1	NFKB1
FGF21	1	MAPK3
IFNG	-1	IL23R
FGFR1	1	BGLAP
IL1B	-1	EPO
IL4	-1	RPA1
CX3CL1	1	PIK3R1
BDNF	1	TRPC1
IL4	1	STAT5A
PF4	1	GNAI1
EGF	1	LAMB1
NGF	1	FRS2
LIF	1	ACHE
TGFB1	1	NEDD9
EGFR	1	PTGS2
CCL2	-1	CCL5
IL1A	1	IL2
CCL14	1	CXCR4
IL2	1	CXCL12
IL12B	1	FOS
THPO	1	FN1
CCL17	1	CCR5
EPO	1	MAP4K1
VTN	1	F11R
IL6	1	VEGFA
VEGFA	1	IL6
GH1	1	NPY
HGF	1	IL1RN
FGF18	1	MAPK1
IL1B	1	CSF2
CSF2	1	IL1B
TGFB3	-1	STRAP
TGFB1	1	PDGFA
CCL28	1	CXCR1
EGF	1	CDKN1A
FN1	-1	IL6
IL6	-1	FN1
HGF	1	MAPK14
IL13	1	IL4
CRH	1	MAPK1
TGFB1	-1	CFTR
TNF	1	MAP4K5
BMP7	1	ALPP
VEGFA	-1	ANGPT1
PDGFB	1	LCK
IL4	1	CCND1
TNF	1	AVP
XCL1	1	CXCR2
BDNF	1	RASA1
IL4	1	AICDA
GAL	1	MAPK3
IL1B	-1	MYD88
NTF4	1	FRS3
CXCL12	1	PLCB1
TGFB3	1	PPP2R5D
CSF2	1	NFKB1
AGT	1	SOS1
IL13	1	TNFRSF11B
CXCL11	1	CXCR2
IGF1	-1	CASP3
BMP6	1	SMAD1
FGFR2	1	OAS1
FGF21	1	PIK3CA
NPPA	-1	LTK
EFNA3	1	PLCG1
NTF3	1	PLCG1
IL13	1	CXCL8
EDN1	1	PLA2G4A
IL13	1	JAK3
FGF2	1	ARHGEF7
IL4	1	ICAM1
IL2	1	IFNG
LAMA1	1	CTTN
FGF4	1	PIK3R1
AR	1	GNAI2
VEGFC	1	PRKCA
IFNG	-1	STAT6
GRP	1	SST
INS	1	CP
IL2	1	NFATC2
IFNG	1	MAP3K1
FLT3LG	1	IL15
CXCL3	1	CCR1
IL2	1	FOXP3
NTF3	1	PIK3CA
FGF16	1	SPP1
EDN1	1	ILK
LAMA1	1	ITGA5
IL4	1	CSF2
CSF1	1	MAP2K1
TGFB1	1	PRL
PDGFB	1	GAB1
IL6	1	VAV1
IL12B	1	PIK3R1
TNF	1	EDN1
IL1B	1	PLAUR
TNF	1	MYLK
FGF2	1	ETS1
EDN3	-1	PRL
GDNF	1	RAP1A
IL10	1	TFRC
NRG1	1	PIK3CD
TGFB1	1	HDAC6
CTF1	1	GRB2
NGF	1	NFKB1
IFNG	1	IL6
IL6	1	FGF2
IL1A	1	IL6
IL6	1	IL1A
GH1	1	ALPP
CCL25	1	CXCR4
CSF2	1	CCL2
EGF	1	PTPN6
NTF3	1	MAP2K5
TNF	1	BCL10
FN1	1	PRKAR1A
NPPA	1	HSF1
INS	1	SORBS1
IFNG	1	CCL17
CSF1	1	CCL2
CSF3	1	MMP9
IL1B	1	CSF1
TNF	1	HMGB1
CSF2	1	CDH11
TNF	1	CREB1
IFNB1	1	IRF1
IL2	1	SOCS3
MMP7	1	CTNND1
IFNA1/IFNA13	1	IL10
IL2	1	CD28
VEGFA	1	GRB10
TGFB1	1	GRK2
PDGFC	1	RBM39
FN1	1	ITGA7
TNF	-1	ADIPOQ
AVP	1	AQP1
IL17A	1	IL23A
CCL4L1/CCL4L2	1	CCR2
IFNA1/IFNA13	1	OAS1
IL2	1	CBL
TNF	-1	CDK6
TNF	1	MAPK8
COL1A2	1	ITGB6
IFNA1/IFNA13	1	IFNB1
IFNB1	1	IFNA1/IFNA13
CCL20	1	CXCR4
TNFRSF11B	1	MMP9
CCL2	1	JAK2
FGF1	1	SPRY2
TGFB1	1	SMAD6
F2	0	GNGT1
IL2	1	MAP2K2
TNF	1	ANGPT1
ANGPT1	-1	TNF
HBEGF	1	STAT5A
CSF2	1	LGALS3
LEP	1	GHSR
NTF3	1	MAPK1
FGF20	1	SPP1
COL4A6	1	ITGA4
CXCL12	1	PIK3CA
AGT	1	PLCB1
PRL	1	CCL20
EPO	1	IL6
BMP2	1	MAPK1
SST	-1	GCG
IFNG	1	PIGR
VEGFB	-1	STRADB
GH1	1	SOCS3
FN1	1	IRS1
CXCL13	1	CXCR1
HBEGF	1	PIK3CD
COL5A1	1	SDC4
TNF	1	CSF3
CSF3	-1	TNF
FGF2	-1	IHH
IL1B	1	IL1A
IGF2	1	MAPK3
VEGFA	1	SRC
GAL	-1	INS
TNF	1	MAP2K6
IGF1	-1	IL21
IL21	1	IGF1
TGFB1	1	SIK1
CXCL13	1	CXCR2
FGF6	1	PIK3R1
COL5A1	1	ITGA2B
VTN	1	ITGA4
IFNG	1	IL10
IL10	1	IFNG
LAMA1	1	PIK3CA
CCL22	1	CCR3
FGFR2	1	BGLAP
CXCL11	1	MAP2K6
IL17A	1	CXCL8
IL17A	1	NFKB1
NTF3	1	MAPK3
TNF	-1	WWTR1
IL6	1	SOS1
VEGFC	1	PTGS2
FGF21	1	FOS
CCL21	1	CXCR1
ANGPT2	1	STAT5A
KITLG	1	HRAS
FN1	1	SRC
NPPC	-1	AVP
FGF16	1	MAPK3
IL3	-1	CSF1
TNF	-1	TGFB1
FGF17	1	PLCG1
CSF2	1	JAK2
TNFRSF1A	1	MAP4K5
IL2	1	RHOA
TNF	1	PTX3
PDGFB	1	PIK3R1
BMP2	1	MAP3K7
CRP	1	THBD
ANGPT1	1	MAPK3
PF4	1	GNB1
IFNA1/IFNA13	1	PSME3
TGFB2	1	EIF2A
IL5	1	STAT5A
GDNF	1	NFKB1
VEGFA	1	GRB2
FGF2	1	PARP1
IL12B	1	NOS2
CCL25	1	CCR3
IGF1	1	RAF1
FGF22	1	FOS
PDGFB	1	PAK1
GHRH	1	KLK3
TGFB3	1	SMAD4
FGF2	1	SPP1
SERPINF1	1	PPARG
CCL5	1	MMP9
IL4	1	LGALS3
VIP	-1	TLR2
IL6	1	HP
NPPC	-1	SERPINE1
CXCL16	1	IL15
EPO	1	JAK2
IFNG	-1	TFRC
CSF1	1	PF4
NGF	1	MAPK3
CXCL13	1	CCR3
CCL14	1	CCR2
B2M	1	LAT
B2M	1	VAV1
FGFR1	-1	PGR
PDGFB	1	LYN
EPO	1	GRB2
FGF1	1	PIK3CA
BMP4	1	SMAD1
FGFR2	1	PNCK
NPY	1	MAPK1
ELANE	1	ICAM1
SST	-1	PIK3CG
NGF	1	SH2B2
FGF18	1	PIK3CA
NRG1	1	RPS6KA1
CTF1	1	SOS1
VTN	-1	CDKN1B
TNF	1	MUC1
CXCL12	1	PRKCZ
FGF18	1	PLCG1
IL1B	1	SYT1
NGF	1	DNAJA3
IL4	-1	TGFB1
CXCL10	1	CCR1
CNTF	1	PRKAB1
TNFRSF1B	1	RHOA
IFNG	1	CD40LG
BMP4	1	NCAM1
LAMA1	1	AKT1
TNF	1	PTGS2
NGF	1	MAPK8
IL4	1	PIK3CG
IGF1	1	RUNX2
IL6	1	NOTCH3
CRP	1	CCR2
CNTF	1	BDNF
CSF1	1	CDC42
COL5A1	1	ITGB7
IL12B	1	CD3E
TGFB3	1	SMAD2
AR	-1	CDH1
CXCL6	1	CCR5
TGFB1	1	PPARG
BDNF	1	CRK
TGFB1	1	TXNIP
CXCL10	1	CXCR4
CCL4	1	CXCR1
IL1B	1	PTGS2
ANGPT1	-1	RELA
FGF17	1	MAPK3
CXCL1	1	CXCR4
KITLG	1	CSF3
IFNG	1	TPO
IL4	-1	MMP3
PRL	1	MTOR
NRG1	1	PIK3R3
PF4	1	MAP2K3
FGFR2	1	SOS2
BMP4	1	INHBA
IFNG	1	TAP1
TGFB1	1	SERPINE1
IL6	1	THPO
THPO	1	IL6
IFNG	1	FASLG
IGF1	1	HMOX1
FGF7	1	PIK3R1
TGFB1	1	AIMP2
WNT1	1	TCF3
IL6	1	FGF1
FGF7	1	SREBF1
TGFB1	1	SHC3
INS	1	VCAM1
FGF6	1	STAT1
IFNA1/IFNA13	1	IFNGR2
TNF	1	TNFRSF11B
IL4	1	STAT5B
EDN1	1	PIK3CG
FGF5	1	PIK3CA
CCL16	1	CXCR4
TGFB1	1	MMP14
TGFB1	1	THPO
IL9	1	CCL11
PDGFB	1	FGR
OSM	1	MAPK3
EGFR	1	NOS2
LAMA1	1	ITGB3
CCL19	1	CXCR1
CXCL11	1	CXCR4
IFNG	1	CAMK2G
LIF	1	MAPK3
VEGFA	1	SOS1
FGF4	1	SPP1
IL2	1	BCR
IFNG	1	KLRD1
TGFB1	-1	TNFRSF11B
IFNG	1	CAMK2B
FGF2	-1	ELN
CSF3	1	FPR1
CCL16	1	CXCR1
AR	1	GNB1
CXCL16	1	CXCR2
IL6	1	LIF
LIF	1	IL6
FGF10	1	PIK3CA
IFNG	1	FCGR1A
FGFR2	1	MAPK3
GH1	-1	BCL6
BDNF	1	NOS1
IL6	1	IL2
IL2	1	IL6
IL1B	1	TRAF6
ELANE	1	KRT19
CCL28	1	CCR2
NTF4	1	RASA1
SPP1	1	CDC42
CXCL14	1	CCR2
KITLG	1	TEC
LEP	1	CCND1
IGFBP7	-1	LIF
FGFR2	1	STAT1
IL3	1	PRKACA
CSF2	1	PLA2G4A
PGF	1	PIK3CA
IFNG	1	TJP1
IL12B	1	CCR5
IL17A	1	ATF2
TGFB1	1	MAP2K3
VEGFA	1	ARF1
NGF	1	SOS1
UCN	1	MAPK3
COL5A1	1	CD44
VEGFA	1	SHC1
PRL	-1	SSTR5
FN1	1	PIK3R1
FGFR1	1	EXOSC5
VEGFC	1	GRB2
CXCL1	1	CXCL8
ELANE	1	ADRA1A
CXCL12	1	STAT1
IFNG	1	SMAD7
IL10	1	IL11
FGF9	1	SPP1
IL4	1	SLC25A6
FGF6	1	FOS
FGFR1	1	MMP9
IFNG	1	FST
FGF6	1	SPP1
TNFSF11	1	IFNB1
FGFR2	1	MTA1
EGFR	1	RHOD
ANGPT1	1	FES
CXCL1	1	CDC42
FGF8	1	FOS
VTN	1	ITGA7
OSM	1	IL6R
TNFRSF1B	1	MAP3K14
CXCL5	1	CCR5
EGF	1	SH3GL2
CCL24	1	CCR5
IFNG	1	CX3CL1
VEGFA	1	PTK2
BMP4	1	AMHR2
B2M	1	LCP2
IL2	1	MYC
INS	1	IRS4
IFNA1/IFNA13	-1	CIITA
IL17F	1	CXCL8
CRH	1	IL6
FGFR1	1	MTA1
LIF	1	PLAU
IFNA1/IFNA13	1	RNF125
FGF7	1	SFTPA1
CCL17	1	CCR3
CSF2	1	PRKACA
BMP4	1	PDCD1
THPO	1	STAT3
IFNG	1	KLF4
IGF1	1	SREBF1
IFNG	-1	CCL3
IL1A	1	MAP4K4
FGF20	1	MAPK1
NTF3	1	RIT2
EGF	1	ATM
CNTF	1	PRL
IFNA1/IFNA13	1	B2M
SPP1	1	ITGB7
IL1B	1	MMP9
EFNA5	1	RHOA
IFNG	-1	CXCL8
TGFB2	1	AXIN1
EDN1	1	SLC9A1
TGFB1	-1	STRAP
TGFB1	1	EP300
IL2	1	MAPK8
TGFB1	1	MAP3K7
TIMP1	1	CFTR
IL12B	1	FASLG
IL2	1	DOCK2
FGFR2	1	FOS
PDGFB	1	DOK1
IL1B	1	NOS2
FGFR2	1	PIK3R2
TGFB1	1	AKT1
BDNF	1	MAPK3
TGFB1	1	VDR
COL4A1	1	ITGA4
FGF23	1	FOS
TGFB1	1	FBLN5
SFN	1	MAP2K1
FGF7	1	PIK3CA
TNFSF12	1	CCL5
IL22	1	STAT5B
CSF2	1	PRKACB
FGF22	1	PIK3R1
IGF2	1	PTGS2
LTA	1	PSME3
LAMA1	1	ITGA4
CSF1	1	IL4
CXCL9	1	CXCR1
IFNG	1	CDKN1B
CSF3	1	CSF2
CCL2	1	VEGFA
KITLG	1	PIK3R1
COL5A1	1	ITGB3
VEGFA	1	RAC1
IGF1	1	CDKN1A
IFNA1/IFNA13	1	HIF1A
CXCL9	1	MAP2K3
TGFB2	1	PLAT
TGFB1	-1	ICAM1
GDF9	1	PTGS2
IFNG	1	PRKAB1
IFNG	1	CCL5
TNF	1	MAP2K3
AGT	1	GRB2
CSF2	1	MAPK3
CRP	1	SERPINE1
BMP7	1	NTF3
VEGFC	1	SHC1
NGF	1	IKBKB
PDGFB	1	AKT1
FGF22	1	STAT1
B2M	-1	AR
ELANE	-1	PRTN3
NGF	1	GAB1
PRL	1	SOCS3
CTF1	1	TNF
FN1	-1	FPR1
TGFB1	1	MDM2
IL17A	-1	TNF
CCL4L1/CCL4L2	1	CXCR1
IL4	1	VCAM1
FGF10	1	CTTN
CCL4	1	PLCG1
CXCL1	1	CCR5
IL6	1	HGF
WNT1	1	MAP3K7
TNF	1	MAP3K14
IL10	1	CXCL8
FGF10	1	STAT1
B2M	1	GZMB
IL21	1	AICDA
B2M	1	PTPN6
IL12B	1	IL24
TNF	1	IRF1
IFNG	1	DDX58
IL21	1	TLR4
B2M	1	IL2RG
CSF1	1	PLA2G4A
TGFB1	1	ELN
PRL	1	RPS6KB1
FGF7	1	PCNA
VEGFA	1	CSK
TNF	1	MAP4K4
CXCL6	1	CCR2
IL12B	1	MPO
FGF5	1	JUN
EPO	1	VEGFA
AR	1	HRAS
IFNA2	1	IFNGR1
TGFA	1	PTHLH
TNF	-1	BAG4
TNF	1	SELE
NGF	1	SHC3
LIF	1	SOS1
VEGFA	-1	NOS2
FGF2	1	PIK3R1
IFNG	1	IFNAR2
IFNB1	1	MAPK3
IFNG	-1	LOX
IL13	1	NFKB1
CCL24	1	CXCR2
IL6	1	BCL6
IL4	1	CBL
FGF2	1	ITGB3
SPP1	1	SYK
IL17A	1	MMP9
INS	1	CD36
CCL14	1	CXCR2
FGF17	1	FOS
CX3CL1	1	CCR1
IL2	-1	TGFB1
CXCL12	1	CXCR1
FGF8	1	PLCG1
FGF7	1	STAT1
CXCL12	1	MAP2K1
NPY	1	UCN
CCL19	1	CCR5
CSF3	1	BIRC3
CCL11	1	CXCR2
BMP2	1	ATF2
BDNF	1	SH2B2
IL4	1	GATA1
FGF10	1	FOS
EGF	1	CDH1
BDNF	1	RIT2
NGF	1	CDC42
CXCL16	1	CCR2
IFNG	1	YBX1
NGF	1	RHOG
OSM	1	CCL2
TGFB1	1	RB1
WNT1	1	TAB1
CXCL12	1	GNGT1
LAMA1	-1	CASP3
GHRH	1	GH1
IFNG	1	GCH1
FGFR2	1	RUVBL2
CCL25	1	CXCR2
EGF	1	ARF4
TNFRSF11A	1	FOS
TNFRSF1A	1	BID
FLT3	-1	IL10
IL4	1	ETS1
CCL23	1	CCR5
EGF	1	PIK3CD
IFNA1/IFNA13	-1	IL13
VEGFA	1	PTK2B
IL3	1	SELE
ANGPT1	1	PIK3CA
IL4	1	PPARG
IL20	-1	PTGS2
TNF	1	MAPK14
TIMP2	1	RAP1A
VEGFA	1	MAPK11
FN1	-1	ANGPT1
IL1A	1	GNAS
IL6	1	MMP9
PF4	1	CXCR4
COL1A2	1	ITGB7
THPO	1	CSF3
AR	-1	GADD45G
TGFB2	-1	SMAD7
IL24	-1	MAPK3
NGF	1	MAPK1
TNF	1	MAP3K11
TGFB1	1	SMAD9
BMP2	1	MAPK14
IL2	1	DLL1
NPY	-1	GHRH
COL4A6	1	ITGA5
IL1B	-1	FGF2
CXCL14	1	CCR1
IL5	1	STAT5B
IFNG	1	MUC1
KITLG	1	RPS6KB1
HGF	1	PIK3CA
TGFB1	1	TAB1
BDNF	1	SHC1
SFN	1	MAP2K2
PRL	1	IRS1
FGF22	1	MAPK1
TGFB1	-1	AVP
AVP	1	TGFB1
CCL11	1	SOCS1
TGFB3	1	SHC2
IFNG	1	CEACAM1
IL12B	1	CXCL9
FGF2	1	BGLAP
CSF1	1	CSF3
SPP1	1	ITGA2B
NPPA	-1	TNF
IL1B	1	MMP3
IL2	1	MTOR
AVP	1	PRKAB1
IFNA1/IFNA13	1	CD40LG
IGF1	1	MAPK1
EGFR	1	NFKB1
COL4A1	1	ITGB4
IL2	1	IRS1
ELANE	-1	TXN
TGFB1	1	TRAF6
IL6	1	IL1RN
EGF	1	HRAS
IFNG	1	FGF9
ANGPT1	1	MAPK14
EGF	1	MTOR
HBEGF	1	PIK3CA
KITLG	1	GRB10
FGF10	1	PLCG1
VEGFA	1	SHC2
CSF3	-1	IL2
